1 0
2 0
3 0
3 1
4 0
4 2
5 0
5 1
5 2
5 3
5 4
6 0
6 1
6 4
6 5
7 2
7 5
7 6
8 3
9 3
9 8
10 3
10 6
10 8
11 3
11 8
11 9
11 10
12 3
12 6
12 8
12 9
12 10
12 11
13 3
13 8
13 11
13 12
14 3
14 7
14 8
14 9
14 11
14 12
15 3
15 10
15 12
16 3
16 10
16 15
17 3
17 11
17 12
17 13
18 3
18 6
18 12
19 3
19 10
20 3
20 8
20 9
20 11
21 3
21 8
21 10
21 11
22 3
22 6
22 8
22 11
23 3
23 8
23 12
23 21
24 3
24 8
24 9
24 12
24 20
25 3
25 6
25 14
25 22
26 3
26 8
26 11
26 14
26 24
27 3
27 8
27 9
27 11
27 23
28 4
29 4
29 6
29 11
29 13
30 4
30 7
31 4
31 30
32 8
32 12
32 13
32 23
33 8
33 10
33 12
33 23
33 32
35 8
35 10
35 34
36 12
36 34
36 35
37 8
37 10
37 33
37 34
37 35
38 10
38 12
38 33
38 34
38 35
38 37
39 10
39 12
39 33
39 34
39 35
39 38
40 8
40 12
40 13
40 20
40 22
40 24
40 25
40 26
40 27
40 35
40 39
41 8
41 9
41 12
41 27
41 36
41 40
42 8
42 13
42 39
42 40
43 8
43 13
43 35
43 42
44 8
44 12
44 13
44 35
44 40
45 8
45 9
45 11
45 26
45 40
46 8
46 12
47 9
47 11
47 12
47 13
47 17
47 23
47 24
47 26
47 27
47 33
47 36
47 37
47 40
47 41
47 42
47 45
47 46
48 9
48 20
49 9
49 20
49 31
49 48
50 9
50 11
51 9
52 9
52 22
52 51
53 20
53 24
53 26
53 40
54 12
54 23
54 27
54 40
54 41
54 47
55 10
55 12
55 15
55 19
56 11
56 19
56 43
57 13
57 20
57 48
57 49
57 56
58 7
58 14
58 30
58 49
58 50
58 51
58 52
60 59
61 59
62 59
62 60
63 59
63 60
63 62
64 51
64 52
64 58
65 51
65 58
65 64
66 28
66 30
66 64
67 30
67 64
67 65
67 66
68 58
68 64
68 65
69 51
69 58
69 64
69 65
70 30
70 64
70 66
71 7
71 68
71 70
72 28
72 49
72 66
72 70
72 71
73 30
73 31
73 66
73 71
73 72
74 30
74 31
74 66
74 71
74 72
74 73
75 30
75 31
75 70
75 71
75 72
75 73
75 74
76 30
76 31
76 49
76 53
76 66
76 71
76 72
76 75
77 19
77 30
77 31
77 58
77 71
77 75
77 76
78 31
78 71
78 72
78 74
78 75
79 30
79 71
79 72
79 74
79 75
80 30
80 66
80 71
80 72
81 71
82 30
82 31
82 71
82 72
82 73
82 74
82 75
82 76
83 30
83 71
83 73
83 75
83 76
84 30
84 60
84 62
84 66
84 72
84 73
84 74
84 75
84 76
84 79
84 81
84 82
84 83
85 7
85 58
85 65
85 66
85 72
86 30
86 60
86 61
86 66
86 72
86 73
86 76
86 81
86 84
87 72
87 74
87 83
87 84
88 66
88 72
88 74
88 84
89 66
89 72
89 73
89 84
89 86
89 88
90 66
90 70
90 72
91 31
91 72
91 74
91 75
91 79
91 90
92 72
92 73
92 75
93 30
93 66
93 73
93 86
94 73
94 84
94 93
95 61
95 73
95 94
96 66
96 73
96 84
96 94
97 66
97 73
97 81
97 84
97 86
97 96
98 73
98 74
98 87
98 91
99 30
99 59
99 60
99 62
99 63
99 66
99 73
99 74
99 84
99 90
99 93
100 62
100 66
100 73
100 79
100 83
100 84
100 86
100 91
100 96
100 98
100 99
101 61
101 84
101 86
101 94
101 100
102 46
102 93
102 94
102 95
103 67
104 67
104 69
104 103
