2 0
2 1
2 2
1 3
2 4
2 5
2 6
2 7
1 8
1 9
1 10
1 11
1 12
1 13
1 14
1 15
1 16
1 17
1 18
2 19
1 20
1 21
1 22
1 23
1 24
2 25
1 26
1 27
2 28
2 29
0 30
0 31
1 32
1 33
1 34
1 35
1 36
1 37
1 38
1 39
1 40
1 41
1 42
1 43
1 44
1 45
2 46
1 47
2 48
2 49
2 50
2 51
2 52
1 53
1 54
2 55
2 56
2 57
2 58
0 59
0 60
2 61
0 62
0 63
2 64
2 65
0 66
2 67
2 68
2 69
0 70
0 71
0 72
0 73
0 74
0 75
0 76
0 77
0 78
0 79
0 80
0 81
0 82
0 83
0 84
2 85
0 86
0 87
0 88
0 89
0 90
0 91
0 92
0 93
0 94
2 95
0 96
0 97
0 98
0 99
0 100
2 101
2 102
2 103
2 104
