1 0
2 1
2 2
2 3
1 4
2 5
1 6
1 7
2 8
2 9
2 10
2 11
2 12
2 13
2 14
2 15
2 16
2 17
1 18
2 19
2 20
2 21
2 22
2 23
2 24
2 25
2 26
2 27
1 28
2 29
3 30
3 31
2 32
2 33
2 34
2 35
2 36
2 37
2 38
2 39
2 40
2 41
2 42
2 43
2 44
2 45
1 46
2 47
1 48
2 49
2 50
1 51
2 52
2 53
2 54
2 55
2 56
2 57
2 58
3 59
3 60
3 61
3 62
3 63
3 64
3 65
3 66
3 67
3 68
1 69
3 70
3 71
3 72
3 73
3 74
3 75
1 76
2 77
3 78
3 79
3 80
3 81
3 82
3 83
3 84
3 85
3 86
3 87
3 88
3 89
3 90
3 91
3 92
3 93
3 94
3 95
3 96
3 97
3 98
3 99
3 100
3 101
3 102
1 103
1 104
