8 0
8 1
3 2
0 3
8 4
5 5
9 6
9 7
9 8
3 9
0 10
4 11
8 12
6 13
10 14
10 15
8 16
2 17
7 18
10 19
3 20
1 21
2 22
4 23
5 24
4 25
7 26
6 27
2 28
7 29
10 30
2 31
1 32
7 33
8 34
10 35
2 36
6 37
8 38
8 39
0 40
3 41
7 42
7 43
1 44
2 45
0 46
3 47
5 48
0 49
5 50
2 51
5 52
1 53
10 54
8 55
10 56
9 57
2 58
5 59
5 60
9 61
3 62
3 63
5 64
3 65
1 66
0 67
10 68
4 69
3 70
8 71
0 72
0 73
0 74
1 75
6 76
1 77
2 78
9 79
4 80
8 81
9 82
4 83
1 84
3 85
6 86
6 87
0 88
2 89
4 90
4 91
9 92
3 93
9 94
6 95
6 96
1 97
1 98
9 99
10 100
10 101
5 102
7 103
6 104
7 105
10 106
5 107
9 108
7 109
4 110
2 111
7 112
6 113
4 114
