7 0
0 1
2 2
3 3
7 4
3 5
2 6
8 7
8 8
7 9
3 10
10 11
6 12
2 13
6 14
2 15
7 16
9 17
6 18
1 19
9 20
8 21
8 22
7 23
10 24
0 25
6 26
9 27
11 28
1 29
1 30
6 31
2 32
0 33
6 34
1 35
5 36
0 37
6 38
2 39
3 40
7 41
5 42
6 43
4 44
0 45
11 46
2 47
4 48
11 49
10 50
8 51
3 52
11 53
6 54
1 55
9 56
4 57
11 58
10 59
2 60
6 61
9 62
10 63
2 64
9 65
4 66
11 67
8 68
10 69
9 70
6 71
3 72
11 73
3 74
4 75
9 76
8 77
8 78
1 79
5 80
3 81
5 82
11 83
3 84
6 85
4 86
9 87
11 88
0 89
5 90
4 91
4 92
7 93
1 94
9 95
9 96
10 97
3 98
6 99
2 100
1 101
3 102
0 103
7 104
0 105
2 106
3 107
8 108
0 109
4 110
8 111
4 112
9 113
11 114
