1 19
1 32
1 35
1 39
1 44
1 62
1 13
1 15
1 27
1 55
1 72
1 100
1 86
1 43
2 4
2 6
2 41
2 73
2 75
2 82
2 85
2 99
2 11
2 53
2 103
2 108
3 18
3 21
3 28
3 63
3 66
3 71
3 77
3 88
3 57
3 96
3 97
3 114
4 3
4 7
4 16
4 14
4 33
4 40
4 48
4 61
4 65
4 101
4 107
5 8
5 9
5 22
5 23
5 52
5 69
5 78
5 79
5 112
5 109
6 20
6 30
6 31
6 36
6 56
6 80
6 81
6 83
6 95
6 102
7 54
7 68
7 89
7 111
7 115
7 47
7 50
7 74
7 84
8 2
8 26
8 38
8 46
8 90
8 110
8 34
8 104
8 106
9 45
9 49
9 67
9 87
9 92
9 93
9 58
9 76
9 113
10 1
10 105
10 5
10 10
10 17
10 24
10 42
10 94
11 70
11 12
11 25
11 29
11 51
11 91
12 59
12 64
12 37
12 60
12 98
